window,step_start,step_end,feature,psi,band,binning,n_bins,n_rows,breached,sufficient_sample
3,73,96,hour_of_day,5.183423034150875,significant,quantile,10,28240,True,True
3,73,96,is_night,0.6069475619175055,significant,categorical,3,28240,True,True
3,73,96,orig_balance_delta,0.12379532960659832,moderate,quantile,8,28240,False,True
3,73,96,dest_balance_delta,0.0996884309686375,stable,quantile,7,28240,False,True
3,73,96,orig_balance_mismatch,0.10125262567542688,moderate,categorical,3,28240,False,True
3,73,96,orig_emptied,0.010550256100748858,stable,categorical,3,28240,False,True
3,73,96,amount_to_balance_ratio,0.07944634962489146,stable,quantile,10,28240,False,True
3,73,96,dest_is_merchant,0.11909708829042381,moderate,categorical,3,28240,False,True
3,73,96,is_transfer,0.00046103901488430565,stable,categorical,3,28240,False,True
3,73,96,is_cash_out,0.08789820277261096,stable,categorical,3,28240,False,True
3,73,96,is_cash_in,0.014596770449954477,stable,categorical,3,28240,False,True
3,73,96,is_debit,0.003654568166762934,stable,categorical,3,28240,False,True
3,73,96,dest_prior_txn_count,0.04365417915639375,stable,quantile,7,28240,False,True
3,73,96,dest_prior_avg_amount,0.04701088466587541,stable,quantile,7,28240,False,True
3,73,96,dest_amount_to_prior_avg_ratio,0.1555297196799687,moderate,quantile,10,28240,False,True
3,73,96,dest_txn_count_24h,2.1786181815910393,significant,quantile,5,28240,True,True
3,73,96,dest_amount_sum_24h,1.331186138438452,significant,quantile,6,28240,True,True
4,97,120,amount,0.26056650431599954,significant,quantile,10,9789,True,True
4,97,120,hour_of_day,4.615315738640941,significant,quantile,10,9789,True,True
4,97,120,is_night,1.3967071426416433,significant,categorical,3,9789,True,True
4,97,120,orig_balance_delta,0.1709225728625382,moderate,quantile,8,9789,False,True
4,97,120,dest_balance_delta,0.19266346283017788,moderate,quantile,7,9789,False,True
4,97,120,orig_balance_mismatch,0.18410809417113888,moderate,categorical,3,9789,False,True
4,97,120,orig_emptied,0.006632657869278945,stable,categorical,3,9789,False,True
4,97,120,amount_to_balance_ratio,0.1389769495562484,moderate,quantile,10,9789,False,True
4,97,120,dest_is_merchant,0.2035917200482458,moderate,categorical,3,9789,False,True
4,97,120,is_transfer,0.0011398783979854213,stable,categorical,3,9789,False,True
4,97,120,is_cash_out,0.15889833272413503,moderate,categorical,3,9789,False,True
4,97,120,is_cash_in,0.03431255773806693,stable,categorical,3,9789,False,True
4,97,120,is_debit,0.015474100751008387,stable,categorical,3,9789,False,True
4,97,120,dest_prior_txn_count,0.08640670510093647,stable,quantile,7,9789,False,True
4,97,120,dest_prior_avg_amount,0.08619922781082742,stable,quantile,7,9789,False,True
4,97,120,dest_amount_to_prior_avg_ratio,0.23035505749010343,moderate,quantile,10,9789,False,True
4,97,120,dest_txn_count_24h,1.9917885366922132,significant,quantile,5,9789,True,True
4,97,120,dest_amount_sum_24h,1.2007647563439554,significant,quantile,6,9789,True,True
5,121,144,amount,0.007110668601561327,stable,quantile,10,441005,False,True
5,121,144,hour_of_day,0.006809701918267127,stable,quantile,10,441005,False,True
5,121,144,is_night,0.0015902652378620246,stable,categorical,3,441005,False,True
5,121,144,orig_balance_delta,0.0030870164852340714,stable,quantile,8,441005,False,True
5,121,144,dest_balance_delta,0.0018138399502139837,stable,quantile,7,441005,False,True
5,121,144,orig_balance_mismatch,0.001937714664512389,stable,categorical,3,441005,False,True
5,121,144,orig_emptied,0.00018657331950974805,stable,categorical,3,441005,False,True
5,121,144,amount_to_balance_ratio,0.0018774926726403652,stable,quantile,10,441005,False,True
5,121,144,dest_is_merchant,0.0008106269558373706,stable,categorical,3,441005,False,True
5,121,144,is_transfer,5.738744236555338e-06,stable,categorical,3,441005,False,True
5,121,144,is_cash_out,0.0002236714872562796,stable,categorical,3,441005,False,True
5,121,144,is_cash_in,0.0002987761608002964,stable,categorical,3,441005,False,True
5,121,144,is_debit,1.6958937892018832e-05,stable,categorical,3,441005,False,True
5,121,144,dest_prior_txn_count,0.0005841351420084401,stable,quantile,7,441005,False,True
5,121,144,dest_prior_avg_amount,0.001141954689402894,stable,quantile,7,441005,False,True
5,121,144,dest_amount_to_prior_avg_ratio,0.0059690368067485886,stable,quantile,10,441005,False,True
5,121,144,dest_txn_count_24h,0.013014025409584727,stable,quantile,5,441005,False,True
5,121,144,dest_amount_sum_24h,0.01358600445381166,stable,quantile,6,441005,False,True
6,145,168,amount,0.0024557414361852103,stable,quantile,10,420583,False,True
6,145,168,hour_of_day,0.006459911603437738,stable,quantile,10,420583,False,True
6,145,168,is_night,0.0005733917922666339,stable,categorical,3,420583,False,True
6,145,168,orig_balance_delta,0.0005795855239438266,stable,quantile,8,420583,False,True
6,145,168,dest_balance_delta,0.00033835860364958776,stable,quantile,7,420583,False,True
6,145,168,orig_balance_mismatch,8.854049130379484e-05,stable,categorical,3,420583,False,True
6,145,168,orig_emptied,2.4706419593953e-07,stable,categorical,3,420583,False,True
6,145,168,amount_to_balance_ratio,0.000592025019074199,stable,quantile,10,420583,False,True
6,145,168,dest_is_merchant,0.0002677241952700779,stable,categorical,3,420583,False,True
6,145,168,is_transfer,2.6551313963297175e-06,stable,categorical,3,420583,False,True
6,145,168,is_cash_out,0.00011365721273155167,stable,categorical,3,420583,False,True
6,145,168,is_cash_in,6.607876154238742e-05,stable,categorical,3,420583,False,True
6,145,168,is_debit,1.7131832332904587e-05,stable,categorical,3,420583,False,True
6,145,168,dest_prior_txn_count,0.00036660758195668176,stable,quantile,7,420583,False,True
6,145,168,dest_prior_avg_amount,0.0009718355165826976,stable,quantile,7,420583,False,True
6,145,168,dest_amount_to_prior_avg_ratio,0.0024907453659028505,stable,quantile,10,420583,False,True
6,145,168,dest_txn_count_24h,0.05386859544689892,stable,quantile,5,420583,False,True
6,145,168,dest_amount_sum_24h,0.05060955288418804,stable,quantile,6,420583,False,True
7,169,192,amount,0.0039528845646829205,stable,quantile,10,449637,False,True
7,169,192,hour_of_day,0.00923727030212708,stable,quantile,10,449637,False,True
7,169,192,is_night,0.0002787250588250314,stable,categorical,3,449637,False,True
7,169,192,orig_balance_delta,0.0006356793051571111,stable,quantile,8,449637,False,True
7,169,192,dest_balance_delta,0.0012106971625363361,stable,quantile,7,449637,False,True
7,169,192,orig_balance_mismatch,6.071141528459047e-07,stable,categorical,3,449637,False,True
7,169,192,orig_emptied,2.070665849493067e-06,stable,categorical,3,449637,False,True
7,169,192,amount_to_balance_ratio,0.0010584882691860307,stable,quantile,10,449637,False,True
7,169,192,dest_is_merchant,4.934031971355773e-05,stable,categorical,3,449637,False,True
7,169,192,is_transfer,8.043909996796925e-06,stable,categorical,3,449637,False,True
7,169,192,is_cash_out,3.5090088427526197e-07,stable,categorical,3,449637,False,True
7,169,192,is_cash_in,4.3539202719121e-05,stable,categorical,3,449637,False,True
7,169,192,is_debit,9.281654303649033e-07,stable,categorical,3,449637,False,True
7,169,192,dest_prior_txn_count,0.00015841793489580741,stable,quantile,7,449637,False,True
7,169,192,dest_prior_avg_amount,0.0005573710471621276,stable,quantile,7,449637,False,True
7,169,192,dest_amount_to_prior_avg_ratio,0.0044723636498885475,stable,quantile,10,449637,False,True
7,169,192,dest_txn_count_24h,0.02671979484270371,stable,quantile,5,449637,False,True
7,169,192,dest_amount_sum_24h,0.03755673173870003,stable,quantile,6,449637,False,True
8,193,216,amount,0.022318459722451077,stable,quantile,10,417919,False,True
8,193,216,hour_of_day,0.010468891596036697,stable,quantile,10,417919,False,True
8,193,216,is_night,2.9575666644967535e-05,stable,categorical,3,417919,False,True
8,193,216,orig_balance_delta,0.009170351820106701,stable,quantile,8,417919,False,True
8,193,216,dest_balance_delta,0.010336461821267942,stable,quantile,7,417919,False,True
8,193,216,orig_balance_mismatch,0.0026439679728127666,stable,categorical,3,417919,False,True
8,193,216,orig_emptied,0.000585192540695172,stable,categorical,3,417919,False,True
8,193,216,amount_to_balance_ratio,0.002300080933413995,stable,quantile,10,417919,False,True
8,193,216,dest_is_merchant,0.0004460123002017103,stable,categorical,3,417919,False,True
8,193,216,is_transfer,3.6534441944976355e-05,stable,categorical,3,417919,False,True
8,193,216,is_cash_out,8.726907813049301e-06,stable,categorical,3,417919,False,True
8,193,216,is_cash_in,0.00018954516068466986,stable,categorical,3,417919,False,True
8,193,216,is_debit,0.0002843381260069164,stable,categorical,3,417919,False,True
8,193,216,dest_prior_txn_count,0.0002896995308084683,stable,quantile,7,417919,False,True
8,193,216,dest_prior_avg_amount,0.0019727905948402438,stable,quantile,7,417919,False,True
8,193,216,dest_amount_to_prior_avg_ratio,0.020017540831973,stable,quantile,10,417919,False,True
8,193,216,dest_txn_count_24h,0.028188400373246686,stable,quantile,5,417919,False,True
8,193,216,dest_amount_sum_24h,0.0524685969824521,stable,quantile,6,417919,False,True
9,217,240,amount,0.001619196287014985,stable,quantile,10,392945,False,True
9,217,240,hour_of_day,0.030948695425045258,stable,quantile,10,392945,False,True
9,217,240,is_night,0.0005635337671070739,stable,categorical,3,392945,False,True
9,217,240,orig_balance_delta,0.0007235778122805785,stable,quantile,8,392945,False,True
9,217,240,dest_balance_delta,0.00030253673387345,stable,quantile,7,392945,False,True
9,217,240,orig_balance_mismatch,0.0006479471795039844,stable,categorical,3,392945,False,True
9,217,240,orig_emptied,0.00024168102498038041,stable,categorical,3,392945,False,True
9,217,240,amount_to_balance_ratio,0.001080896520239772,stable,quantile,10,392945,False,True
9,217,240,dest_is_merchant,1.4230013720574955e-05,stable,categorical,3,392945,False,True
9,217,240,is_transfer,8.703855029470549e-07,stable,categorical,3,392945,False,True
9,217,240,is_cash_out,2.1036582962247714e-06,stable,categorical,3,392945,False,True
9,217,240,is_cash_in,7.4199113046496195e-06,stable,categorical,3,392945,False,True
9,217,240,is_debit,7.855291271115685e-06,stable,categorical,3,392945,False,True
9,217,240,dest_prior_txn_count,0.0003469394004956494,stable,quantile,7,392945,False,True
9,217,240,dest_prior_avg_amount,0.001411680785564996,stable,quantile,7,392945,False,True
9,217,240,dest_amount_to_prior_avg_ratio,0.002031102233803975,stable,quantile,10,392945,False,True
9,217,240,dest_txn_count_24h,0.08606508799415558,stable,quantile,5,392945,False,True
9,217,240,dest_amount_sum_24h,0.06219133297141988,stable,quantile,6,392945,False,True
10,241,264,amount,0.008236320935623046,stable,quantile,10,417859,False,True
10,241,264,hour_of_day,0.01157764582973362,stable,quantile,10,417859,False,True
10,241,264,is_night,1.177062180972093e-05,stable,categorical,3,417859,False,True
10,241,264,orig_balance_delta,0.001577377516274104,stable,quantile,8,417859,False,True
10,241,264,dest_balance_delta,0.007536971811324205,stable,quantile,7,417859,False,True
10,241,264,orig_balance_mismatch,8.565584504902126e-05,stable,categorical,3,417859,False,True
10,241,264,orig_emptied,2.444580709443527e-06,stable,categorical,3,417859,False,True
10,241,264,amount_to_balance_ratio,0.0020792859278219154,stable,quantile,10,417859,False,True
10,241,264,dest_is_merchant,0.00010393173083824522,stable,categorical,3,417859,False,True
10,241,264,is_transfer,2.691564316731768e-05,stable,categorical,3,417859,False,True
10,241,264,is_cash_out,1.0224219877320313e-06,stable,categorical,3,417859,False,True
10,241,264,is_cash_in,1.2433575010232159e-05,stable,categorical,3,417859,False,True
10,241,264,is_debit,0.00038173781959014423,stable,categorical,3,417859,False,True
10,241,264,dest_prior_txn_count,0.00014642838423849404,stable,quantile,7,417859,False,True
10,241,264,dest_prior_avg_amount,0.0015961341561892713,stable,quantile,7,417859,False,True
10,241,264,dest_amount_to_prior_avg_ratio,0.006616348771864251,stable,quantile,10,417859,False,True
10,241,264,dest_txn_count_24h,0.11393164988872581,moderate,quantile,5,417859,False,True
10,241,264,dest_amount_sum_24h,0.08115920926057309,stable,quantile,6,417859,False,True
11,265,288,amount,0.030439677107270656,stable,quantile,10,349776,False,True
11,265,288,hour_of_day,0.02289638849855738,stable,quantile,10,349776,False,True
11,265,288,is_night,0.0003195059677962441,stable,categorical,3,349776,False,True
11,265,288,orig_balance_delta,0.009078969585426056,stable,quantile,8,349776,False,True
11,265,288,dest_balance_delta,0.032074814479755395,stable,quantile,7,349776,False,True
11,265,288,orig_balance_mismatch,0.0038816830920151138,stable,categorical,3,349776,False,True
11,265,288,orig_emptied,0.0007981167987947492,stable,categorical,3,349776,False,True
11,265,288,amount_to_balance_ratio,0.006872090724025988,stable,quantile,10,349776,False,True
11,265,288,dest_is_merchant,0.0013532106292376675,stable,categorical,3,349776,False,True
11,265,288,is_transfer,0.00015673181434432558,stable,categorical,3,349776,False,True
11,265,288,is_cash_out,0.00023674124799927078,stable,categorical,3,349776,False,True
11,265,288,is_cash_in,0.0002597026872621558,stable,categorical,3,349776,False,True
11,265,288,is_debit,1.2651428405151872e-06,stable,categorical,3,349776,False,True
11,265,288,dest_prior_txn_count,0.0006927509162113938,stable,quantile,7,349776,False,True
11,265,288,dest_prior_avg_amount,0.004964196974465002,stable,quantile,7,349776,False,True
11,265,288,dest_amount_to_prior_avg_ratio,0.01182084179837403,stable,quantile,10,349776,False,True
11,265,288,dest_txn_count_24h,0.21128729224568765,moderate,quantile,5,349776,False,True
11,265,288,dest_amount_sum_24h,0.1924392153247254,moderate,quantile,6,349776,False,True
12,289,312,amount,0.022983710872768272,stable,quantile,10,428583,False,True
12,289,312,hour_of_day,0.006283331916563809,stable,quantile,10,428583,False,True
12,289,312,is_night,0.0010980420243113663,stable,categorical,3,428583,False,True
12,289,312,orig_balance_delta,0.007262650501483129,stable,quantile,8,428583,False,True
12,289,312,dest_balance_delta,0.0006729851131312978,stable,quantile,7,428583,False,True
12,289,312,orig_balance_mismatch,0.0035551464004354846,stable,categorical,3,428583,False,True
12,289,312,orig_emptied,0.0006042117365669012,stable,categorical,3,428583,False,True
12,289,312,amount_to_balance_ratio,0.004036750642745431,stable,quantile,10,428583,False,True
12,289,312,dest_is_merchant,0.00018174500028244356,stable,categorical,3,428583,False,True
12,289,312,is_transfer,0.00010130766418145389,stable,categorical,3,428583,False,True
12,289,312,is_cash_out,4.873938595157101e-07,stable,categorical,3,428583,False,True
12,289,312,is_cash_in,9.86717805741487e-05,stable,categorical,3,428583,False,True
12,289,312,is_debit,8.865141251317477e-06,stable,categorical,3,428583,False,True
12,289,312,dest_prior_txn_count,0.000982820450671197,stable,quantile,7,428583,False,True
12,289,312,dest_prior_avg_amount,0.0011403906397927134,stable,quantile,7,428583,False,True
12,289,312,dest_amount_to_prior_avg_ratio,0.024774850190948775,stable,quantile,10,428583,False,True
12,289,312,dest_txn_count_24h,0.207925951399217,moderate,quantile,5,428583,False,True
12,289,312,dest_amount_sum_24h,0.11665219267719303,moderate,quantile,6,428583,False,True
13,313,336,amount,0.017227844354020035,stable,quantile,10,397876,False,True
13,313,336,hour_of_day,0.00652276312977649,stable,quantile,10,397876,False,True
13,313,336,is_night,0.0012188056499346789,stable,categorical,3,397876,False,True
13,313,336,orig_balance_delta,0.004504450118158918,stable,quantile,8,397876,False,True
13,313,336,dest_balance_delta,0.00043091291470700804,stable,quantile,7,397876,False,True
13,313,336,orig_balance_mismatch,0.0015522564623068084,stable,categorical,3,397876,False,True
13,313,336,orig_emptied,0.0003321574478232337,stable,categorical,3,397876,False,True
13,313,336,amount_to_balance_ratio,0.002990342381943561,stable,quantile,10,397876,False,True
13,313,336,dest_is_merchant,4.917992546650481e-05,stable,categorical,3,397876,False,True
13,313,336,is_transfer,6.249286377922616e-05,stable,categorical,3,397876,False,True
13,313,336,is_cash_out,0.0001744011768058855,stable,categorical,3,397876,False,True
13,313,336,is_cash_in,4.250705684784832e-08,stable,categorical,3,397876,False,True
13,313,336,is_debit,0.0001146028847825412,stable,categorical,3,397876,False,True
13,313,336,dest_prior_txn_count,0.0007707759886257859,stable,quantile,7,397876,False,True
13,313,336,dest_prior_avg_amount,0.0010208822936798618,stable,quantile,7,397876,False,True
13,313,336,dest_amount_to_prior_avg_ratio,0.01762398207456923,stable,quantile,10,397876,False,True
13,313,336,dest_txn_count_24h,0.21650178169410111,moderate,quantile,5,397876,False,True
13,313,336,dest_amount_sum_24h,0.09662068095477205,stable,quantile,6,397876,False,True
14,337,360,amount,0.005984376431921034,stable,quantile,10,401282,False,True
14,337,360,hour_of_day,0.010981981691023327,stable,quantile,10,401282,False,True
14,337,360,is_night,0.002061805467600775,stable,categorical,3,401282,False,True
14,337,360,orig_balance_delta,0.0017135341172660641,stable,quantile,8,401282,False,True
14,337,360,dest_balance_delta,0.000484067556491058,stable,quantile,7,401282,False,True
14,337,360,orig_balance_mismatch,0.0008131879509983418,stable,categorical,3,401282,False,True
14,337,360,orig_emptied,0.00019373399375175907,stable,categorical,3,401282,False,True
14,337,360,amount_to_balance_ratio,0.0011596133070176883,stable,quantile,10,401282,False,True
14,337,360,dest_is_merchant,9.2041291383547e-06,stable,categorical,3,401282,False,True
14,337,360,is_transfer,1.7772995697440255e-05,stable,categorical,3,401282,False,True
14,337,360,is_cash_out,0.0001279565105588642,stable,categorical,3,401282,False,True
14,337,360,is_cash_in,8.726456747039498e-05,stable,categorical,3,401282,False,True
14,337,360,is_debit,0.0004468701457598879,stable,categorical,3,401282,False,True
14,337,360,dest_prior_txn_count,0.0007010490532038801,stable,quantile,7,401282,False,True
14,337,360,dest_prior_avg_amount,0.0012552167007230909,stable,quantile,7,401282,False,True
14,337,360,dest_amount_to_prior_avg_ratio,0.006963655288071722,stable,quantile,10,401282,False,True
14,337,360,dest_txn_count_24h,0.2868192896793753,significant,quantile,5,401282,True,True
14,337,360,dest_amount_sum_24h,0.13814492724758184,moderate,quantile,6,401282,False,True
15,361,384,amount,0.0019063308744914603,stable,quantile,10,375594,False,True
15,361,384,hour_of_day,0.026499908578936006,stable,quantile,10,375594,False,True
15,361,384,is_night,0.00011539483206808183,stable,categorical,3,375594,False,True
15,361,384,orig_balance_delta,0.0004118991837100454,stable,quantile,8,375594,False,True
15,361,384,dest_balance_delta,0.0022151590023267347,stable,quantile,7,375594,False,True
15,361,384,orig_balance_mismatch,5.9832735488592385e-05,stable,categorical,3,375594,False,True
15,361,384,orig_emptied,1.4868514386709458e-05,stable,categorical,3,375594,False,True
15,361,384,amount_to_balance_ratio,0.0006100316868921685,stable,quantile,10,375594,False,True
15,361,384,dest_is_merchant,3.751022401305943e-05,stable,categorical,3,375594,False,True
15,361,384,is_transfer,1.3402648524553619e-05,stable,categorical,3,375594,False,True
15,361,384,is_cash_out,8.382006819262729e-05,stable,categorical,3,375594,False,True
15,361,384,is_cash_in,9.284689730337253e-07,stable,categorical,3,375594,False,True
15,361,384,is_debit,6.742683685129717e-07,stable,categorical,3,375594,False,True
15,361,384,dest_prior_txn_count,0.0005599833966788551,stable,quantile,7,375594,False,True
15,361,384,dest_prior_avg_amount,0.0017622429550256818,stable,quantile,7,375594,False,True
15,361,384,dest_amount_to_prior_avg_ratio,0.002703638130689132,stable,quantile,10,375594,False,True
15,361,384,dest_txn_count_24h,0.3452617582664242,significant,quantile,5,375594,True,True
15,361,384,dest_amount_sum_24h,0.1821609183524306,moderate,quantile,6,375594,False,True
16,385,408,amount,0.012898646583964666,stable,quantile,10,425766,False,True
16,385,408,hour_of_day,0.0036454332806935465,stable,quantile,10,425766,False,True
16,385,408,is_night,0.003431594536011366,stable,categorical,3,425766,False,True
16,385,408,orig_balance_delta,0.004280924723067285,stable,quantile,8,425766,False,True
16,385,408,dest_balance_delta,0.002008469001047536,stable,quantile,7,425766,False,True
16,385,408,orig_balance_mismatch,0.0018345139394446695,stable,categorical,3,425766,False,True
16,385,408,orig_emptied,0.0005931938861558565,stable,categorical,3,425766,False,True
16,385,408,amount_to_balance_ratio,0.003101906403865298,stable,quantile,10,425766,False,True
16,385,408,dest_is_merchant,6.517771462620508e-05,stable,categorical,3,425766,False,True
16,385,408,is_transfer,5.5794741662389e-06,stable,categorical,3,425766,False,True
16,385,408,is_cash_out,3.094620219849017e-05,stable,categorical,3,425766,False,True
16,385,408,is_cash_in,5.2346668493299434e-08,stable,categorical,3,425766,False,True
16,385,408,is_debit,2.429687839256862e-05,stable,categorical,3,425766,False,True
16,385,408,dest_prior_txn_count,0.0004841848862970707,stable,quantile,7,425766,False,True
16,385,408,dest_prior_avg_amount,0.0018901184262437609,stable,quantile,7,425766,False,True
16,385,408,dest_amount_to_prior_avg_ratio,0.013797856626958567,stable,quantile,10,425766,False,True
16,385,408,dest_txn_count_24h,0.37247595573309095,significant,quantile,5,425766,True,True
16,385,408,dest_amount_sum_24h,0.20803406004651703,moderate,quantile,6,425766,False,True
17,409,432,amount,0.012780245179400886,stable,quantile,10,20999,False,True
17,409,432,hour_of_day,2.2086757664915715,significant,quantile,10,20999,True,True
17,409,432,is_night,0.02076261565896421,stable,categorical,3,20999,False,True
17,409,432,orig_balance_delta,0.021256913158490157,stable,quantile,8,20999,False,True
17,409,432,dest_balance_delta,0.01729923593504567,stable,quantile,7,20999,False,True
17,409,432,orig_balance_mismatch,0.013906132750001268,stable,categorical,3,20999,False,True
17,409,432,orig_emptied,0.0008896620757729897,stable,categorical,3,20999,False,True
17,409,432,amount_to_balance_ratio,0.0357848342746645,stable,quantile,10,20999,False,True
17,409,432,dest_is_merchant,0.0037731611500618784,stable,categorical,3,20999,False,True
17,409,432,is_transfer,0.00044405068090856253,stable,categorical,3,20999,False,True
17,409,432,is_cash_out,0.016128401342810423,stable,categorical,3,20999,False,True
17,409,432,is_cash_in,0.0026592348013899747,stable,categorical,3,20999,False,True
17,409,432,is_debit,0.0008323483615324036,stable,categorical,3,20999,False,True
17,409,432,dest_prior_txn_count,0.004369071328382061,stable,quantile,7,20999,False,True
17,409,432,dest_prior_avg_amount,0.006564767067942517,stable,quantile,7,20999,False,True
17,409,432,dest_amount_to_prior_avg_ratio,0.009841338903171312,stable,quantile,10,20999,False,True
17,409,432,dest_txn_count_24h,0.764974124733534,significant,quantile,5,20999,True,True
17,409,432,dest_amount_sum_24h,0.5198229132754689,significant,quantile,6,20999,True,True
18,433,456,amount,0.02658792637697439,stable,quantile,10,11300,False,True
18,433,456,hour_of_day,2.2246507934529176,significant,quantile,10,11300,True,True
18,433,456,is_night,0.0052818050610904605,stable,categorical,3,11300,False,True
18,433,456,orig_balance_delta,0.03332822799633225,stable,quantile,8,11300,False,True
18,433,456,dest_balance_delta,0.038147101887365455,stable,quantile,7,11300,False,True
18,433,456,orig_balance_mismatch,0.033213767743071,stable,categorical,3,11300,False,True
18,433,456,orig_emptied,0.0003435921546238925,stable,categorical,3,11300,False,True
18,433,456,amount_to_balance_ratio,0.06325495628473793,stable,quantile,10,11300,False,True
18,433,456,dest_is_merchant,0.008536640777148673,stable,categorical,3,11300,False,True
18,433,456,is_transfer,0.0003039256998067538,stable,categorical,3,11300,False,True
18,433,456,is_cash_out,0.021856734837657505,stable,categorical,3,11300,False,True
18,433,456,is_cash_in,0.0023168483919872337,stable,categorical,3,11300,False,True
18,433,456,is_debit,4.478868180279361e-05,stable,categorical,3,11300,False,True
18,433,456,dest_prior_txn_count,0.008646827123594922,stable,quantile,7,11300,False,True
18,433,456,dest_prior_avg_amount,0.009364415142076898,stable,quantile,7,11300,False,True
18,433,456,dest_amount_to_prior_avg_ratio,0.015053814197029442,stable,quantile,10,11300,False,True
18,433,456,dest_txn_count_24h,2.4239649000416086,significant,quantile,5,11300,True,True
